event_title,volume_usd,month
Ethereum ETF approved by May 31?,8.89823390927299e+06,2024-05-01 00:00:00.000 UTC
Democratic Nominee 2024,5.078120053895992e+06,2024-05-01 00:00:00.000 UTC
Was Caitlyn Jenner hacked?,2.837238360504e+06,2024-05-01 00:00:00.000 UTC
Popular Vote Winner 2024,2.616504686733001e+06,2024-05-01 00:00:00.000 UTC
Republican VP nominee?,2.4841212388069998e+06,2024-05-01 00:00:00.000 UTC
NBA Champion,1.0648000470470001e+06,2024-05-01 00:00:00.000 UTC
Biden drops out of presidential race?,906488.658999001,2024-05-01 00:00:00.000 UTC
Which party wins the most seats after UK Election?,771842.8226530004,2024-05-01 00:00:00.000 UTC
Airdrops by June 30?,769847.2579990005,2024-05-01 00:00:00.000 UTC
Fed rate cut by...?,731862.9054249999,2024-05-01 00:00:00.000 UTC
Ethereum ETF approved by...?,714953.6437020003,2024-05-01 00:00:00.000 UTC
Did Keith Gill (RoaringKitty) sell his X account?,702701.1923330005,2024-05-01 00:00:00.000 UTC
Electoral College Margin of Victory?,685160.8767630002,2024-05-01 00:00:00.000 UTC
Which party wins 2024 US Presidential Election?,598225.8205789998,2024-05-01 00:00:00.000 UTC
Balance of Power: 2024 Election,587821.1806789997,2024-05-01 00:00:00.000 UTC
Republican VP cont.,571802.571527,2024-05-01 00:00:00.000 UTC
First cat to $1b?,514565.55494100007,2024-05-01 00:00:00.000 UTC
Mexico Presidential Election Winner,494622.34313200036,2024-05-01 00:00:00.000 UTC
Others,2.8579707405372985e+07,2024-06-01 00:00:00.000 UTC
Democratic Nominee 2024,2.0018756707624987e+07,2024-06-01 00:00:00.000 UTC
Presidential Election Winner 2024,1.6749937198037988e+07,2024-06-01 00:00:00.000 UTC
Republican VP nominee?,9.12874238684498e+06,2024-06-01 00:00:00.000 UTC
Is $DJT real?,6.901719378392997e+06,2024-06-01 00:00:00.000 UTC
Biden drops out of presidential race?,5.530054615653994e+06,2024-06-01 00:00:00.000 UTC
Popular Vote Winner 2024,5.292517491694001e+06,2024-06-01 00:00:00.000 UTC
Airdrops by June 30?,3.5442283349389974e+06,2024-06-01 00:00:00.000 UTC
Republican Nominee 2024,2.444712837328993e+06,2024-06-01 00:00:00.000 UTC
Did Barron Trump launch $DJT?,2.144670065162e+06,2024-06-01 00:00:00.000 UTC
Biden drops out by July 4? ,1.768152864703998e+06,2024-06-01 00:00:00.000 UTC
Republican VP cont.,1.7489492888170022e+06,2024-06-01 00:00:00.000 UTC
Euro 2024 Winner,1.573091040130006e+06,2024-06-01 00:00:00.000 UTC
Fed Interest Rates: June 2024,1.2105942894070002e+06,2024-06-01 00:00:00.000 UTC
Was Barron involved in $DJT?,1.054918947374e+06,2024-06-01 00:00:00.000 UTC
Next UK prime minister?,1.046213350439e+06,2024-06-01 00:00:00.000 UTC
Fed rate cut by...?,841328.9112229992,2024-06-01 00:00:00.000 UTC
Mexico Presidential Election Winner,776459.7383719991,2024-06-01 00:00:00.000 UTC
What will Trump say during the debate?,630310.601803,2024-06-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,578806.291137,2024-06-01 00:00:00.000 UTC
Democratic Nominee 2024,1.0470054691189617e+08,2024-07-01 00:00:00.000 UTC
Presidential Election Winner 2024,8.86425238350971e+07,2024-07-01 00:00:00.000 UTC
Others,7.849203738421601e+07,2024-07-01 00:00:00.000 UTC
Democratic VP nominee?,2.3610419069438998e+07,2024-07-01 00:00:00.000 UTC
Will Biden finish his term?,1.4804887956344012e+07,2024-07-01 00:00:00.000 UTC
Republican VP nominee?,1.4626486401328994e+07,2024-07-01 00:00:00.000 UTC
Biden drops out of presidential race?,1.180811361119298e+07,2024-07-01 00:00:00.000 UTC
Popular Vote Winner 2024,1.1077581139799e+07,2024-07-01 00:00:00.000 UTC
Will Biden announce resignation by July 31?,8.622994193225995e+06,2024-07-01 00:00:00.000 UTC
Republican VP cont.,4.404221441037999e+06,2024-07-01 00:00:00.000 UTC
Kamala president by Friday?,4.3887666695719985e+06,2024-07-01 00:00:00.000 UTC
Biden D-Nom replacement? ,3.0983499369310006e+06,2024-07-01 00:00:00.000 UTC
Will Trump announce strategic Bitcoin reserve?,3.088353983041997e+06,2024-07-01 00:00:00.000 UTC
Euro 2024 Winner,2.572648039048999e+06,2024-07-01 00:00:00.000 UTC
Electoral College Margin of Victory?,2.3138567105599996e+06,2024-07-01 00:00:00.000 UTC
Venezuela Presidential Election Winner,2.2524578791040014e+06,2024-07-01 00:00:00.000 UTC
Fed Interest Rates: July 2024,2.237910566389999e+06,2024-07-01 00:00:00.000 UTC
Fed rate cut by...?,2.161689873214999e+06,2024-07-01 00:00:00.000 UTC
Biden drops out in July? ,2.1377862351930006e+06,2024-07-01 00:00:00.000 UTC
Biden drops out by July 12?,1.997613641527999e+06,2024-07-01 00:00:00.000 UTC
Others,1.6455335397799897e+08,2024-08-01 00:00:00.000 UTC
Presidential Election Winner 2024,1.1853004572778782e+08,2024-08-01 00:00:00.000 UTC
Popular Vote Winner 2024,3.1671236629297983e+07,2024-08-01 00:00:00.000 UTC
Democratic Nominee 2024,2.6784336120206006e+07,2024-08-01 00:00:00.000 UTC
Democratic VP nominee?,2.4998199370745026e+07,2024-08-01 00:00:00.000 UTC
Kamala Harris replaced as nominee at DNC?,1.5978484312855e+07,2024-08-01 00:00:00.000 UTC
Super Bowl Champion 2025,1.3522378115700973e+07,2024-08-01 00:00:00.000 UTC
Will RFK Jr. drop out by Friday?,9.409753308454996e+06,2024-08-01 00:00:00.000 UTC
Most gold medals at Paris Olympics?,7.742800889132988e+06,2024-08-01 00:00:00.000 UTC
Electoral College Margin of Victory?,7.397812349475002e+06,2024-08-01 00:00:00.000 UTC
Fed Interest Rates: September 2024,7.201674927277e+06,2024-08-01 00:00:00.000 UTC
Will Biden finish his term?,5.696231665702999e+06,2024-08-01 00:00:00.000 UTC
JD Vance replaced as Republican VP nominee?,5.468730319659996e+06,2024-08-01 00:00:00.000 UTC
RFK Jr. endorses Trump in August?,5.434833372274e+06,2024-08-01 00:00:00.000 UTC
What will Trump say during Elon interview?,5.110792863764991e+06,2024-08-01 00:00:00.000 UTC
What will Kamala say during DNC acceptance speech?,4.991904492570001e+06,2024-08-01 00:00:00.000 UTC
Will Kamala Harris drop out in August?,4.920416227944002e+06,2024-08-01 00:00:00.000 UTC
Fed rate cut by...?,4.722697381666001e+06,2024-08-01 00:00:00.000 UTC
Most medals at Paris Olympics?,4.5034114491749955e+06,2024-08-01 00:00:00.000 UTC
Who wins Presidency + Popular Vote?,4.238982667904998e+06,2024-08-01 00:00:00.000 UTC
Presidential Election Winner 2024,1.890851209344124e+08,2024-09-01 00:00:00.000 UTC
Others,1.8716659173556578e+08,2024-09-01 00:00:00.000 UTC
Fed Interest Rates: September 2024,3.556242989288921e+07,2024-09-01 00:00:00.000 UTC
Popular Vote Winner 2024,2.683094197296707e+07,2024-09-01 00:00:00.000 UTC
Fed rate cut by...?,1.8541334513411004e+07,2024-09-01 00:00:00.000 UTC
Super Bowl Champion 2025,1.0133567437095992e+07,2024-09-01 00:00:00.000 UTC
Democratic VP nominee on election day?,8.763102808357002e+06,2024-09-01 00:00:00.000 UTC
How many Fed rate cuts this year?,6.034315468560994e+06,2024-09-01 00:00:00.000 UTC
Electoral College Margin of Victory?,5.952410683874998e+06,2024-09-01 00:00:00.000 UTC
Who wins Presidency + Popular Vote?,5.867667936399995e+06,2024-09-01 00:00:00.000 UTC
Favorite to win on Polymarket on Friday?,4.896825164993e+06,2024-09-01 00:00:00.000 UTC
Favorite to win on Polymarket day after debate?,4.865515255165996e+06,2024-09-01 00:00:00.000 UTC
Balance of Power: 2024 Election,4.526095502249997e+06,2024-09-01 00:00:00.000 UTC
What will Trump say at the debate?,4.268716041660992e+06,2024-09-01 00:00:00.000 UTC
Fed Interest Rates: November 2024,4.238181583573995e+06,2024-09-01 00:00:00.000 UTC
Microphones muted during ABC debate?,4.134622694195e+06,2024-09-01 00:00:00.000 UTC
Will Biden finish his term?,3.3203502191709992e+06,2024-09-01 00:00:00.000 UTC
What price will $BTC reach before October?,3.2109968881869996e+06,2024-09-01 00:00:00.000 UTC
Will Trump debate Kamala on Sept 10?,3.1708104299819996e+06,2024-09-01 00:00:00.000 UTC
Popular Vote Margin of Victory?,2.943698451891003e+06,2024-09-01 00:00:00.000 UTC
Presidential Election Winner 2024,1.5416966378233473e+09,2024-10-01 00:00:00.000 UTC
Others,5.006939163120958e+08,2024-10-01 00:00:00.000 UTC
Popular Vote Winner 2024,1.7951855862008432e+08,2024-10-01 00:00:00.000 UTC
Will Trump launch a coin before the election?,5.374798619787007e+07,2024-10-01 00:00:00.000 UTC
Super Bowl Champion 2025,3.883348560562594e+07,2024-10-01 00:00:00.000 UTC
Democratic VP nominee on election day?,3.033646931502502e+07,2024-10-01 00:00:00.000 UTC
Who wins Presidency + Popular Vote?,2.543941512616899e+07,2024-10-01 00:00:00.000 UTC
Fed Interest Rates: November 2024,1.6655525175834991e+07,2024-10-01 00:00:00.000 UTC
Balance of Power: 2024 Election,1.637213546067304e+07,2024-10-01 00:00:00.000 UTC
Premier League Winner,1.4934069077304007e+07,2024-10-01 00:00:00.000 UTC
Electoral College Margin of Victory?,1.2261593795374963e+07,2024-10-01 00:00:00.000 UTC
Who will win Michigan?,1.1213852792834023e+07,2024-10-01 00:00:00.000 UTC
Who will win Pennsylvania?,1.0310047877982005e+07,2024-10-01 00:00:00.000 UTC
Highest grossing movie in 2024?,1.0110982949507033e+07,2024-10-01 00:00:00.000 UTC
Popular Vote Margin of Victory?,9.38839513381799e+06,2024-10-01 00:00:00.000 UTC
" Ballon d'Or Winner",5.122129145878995e+06,2024-10-01 00:00:00.000 UTC
Will Biden resign before the election?,5.114607764687001e+06,2024-10-01 00:00:00.000 UTC
Virginia Presidential Election Winner,4.717797164582001e+06,2024-10-01 00:00:00.000 UTC
Will Biden finish his term?,4.68796266463e+06,2024-10-01 00:00:00.000 UTC
Who will win North Carolina?,4.394003872310002e+06,2024-10-01 00:00:00.000 UTC
Others,1.2144063246545033e+09,2024-11-01 00:00:00.000 UTC
Presidential Election Winner 2024,7.327926262229117e+08,2024-11-01 00:00:00.000 UTC
Super Bowl Champion 2025,1.8708328187787876e+08,2024-11-01 00:00:00.000 UTC
Popular Vote Winner 2024,8.747819874351022e+07,2024-11-01 00:00:00.000 UTC
Premier League Winner,6.652490945829717e+07,2024-11-01 00:00:00.000 UTC
Jake Paul vs. Mike Tyson: Who will win?,5.446250250837653e+07,2024-11-01 00:00:00.000 UTC
AFC Champion,4.629225835319903e+07,2024-11-01 00:00:00.000 UTC
NFL MVP,4.5023238496644005e+07,2024-11-01 00:00:00.000 UTC
How many Fed rate cuts this year?,3.594274772742723e+07,2024-11-01 00:00:00.000 UTC
Highest grossing movie in 2024?,2.8964443462635e+07,2024-11-01 00:00:00.000 UTC
Will Biden finish his term?,1.735293262362401e+07,2024-11-01 00:00:00.000 UTC
Who wins Presidency + Popular Vote?,1.4941369964806007e+07,2024-11-01 00:00:00.000 UTC
Balance of Power: 2024 Election,1.4701744859265983e+07,2024-11-01 00:00:00.000 UTC
College Football Champion 2025,1.2436737903667986e+07,2024-11-01 00:00:00.000 UTC
Arizona Senate Election Winner,1.2425732039046995e+07,2024-11-01 00:00:00.000 UTC
Fed decision in December?,1.1892822703734994e+07,2024-11-01 00:00:00.000 UTC
NFC Champion,1.1482591878598996e+07,2024-11-01 00:00:00.000 UTC
Electoral College Margin of Victory?,1.1140479216581985e+07,2024-11-01 00:00:00.000 UTC
Trump wins every swing state?,1.108986847087199e+07,2024-11-01 00:00:00.000 UTC
Will Bitcoin hit $100k in 2024?,1.1083909630162988e+07,2024-11-01 00:00:00.000 UTC
Others,1.4112661258674915e+09,2024-12-01 00:00:00.000 UTC
Premier League Winner,1.2901343250550829e+08,2024-12-01 00:00:00.000 UTC
Super Bowl Champion 2025,1.2491557810510217e+08,2024-12-01 00:00:00.000 UTC
Will there be a US Government shutdown? ,4.695957808797268e+07,2024-12-01 00:00:00.000 UTC
Highest grossing movie in 2024?,2.7330837772547986e+07,2024-12-01 00:00:00.000 UTC
NFL MVP,2.3557530683469098e+07,2024-12-01 00:00:00.000 UTC
NFC Champion,1.869885801139911e+07,2024-12-01 00:00:00.000 UTC
AFC Champion,1.8412127171264194e+07,2024-12-01 00:00:00.000 UTC
Ethereum all time high in 2024?,1.5216211990506975e+07,2024-12-01 00:00:00.000 UTC
Will Israel invade Syria in 2024?,1.5106095017470978e+07,2024-12-01 00:00:00.000 UTC
Fed decision in December?,1.5016368913642976e+07,2024-12-01 00:00:00.000 UTC
Will Biden finish his term?,1.1722226600527978e+07,2024-12-01 00:00:00.000 UTC
College Football Champion 2025,1.1704910453131052e+07,2024-12-01 00:00:00.000 UTC
Will USDC flip USDT in market cap in 2024?,1.0541634486442951e+07,2024-12-01 00:00:00.000 UTC
Will Bitcoin hit $100k in 2024?,1.0433618612782996e+07,2024-12-01 00:00:00.000 UTC
Fantasy Football: Top Flex 2024,9.85592670186301e+06,2024-12-01 00:00:00.000 UTC
Global Heat Increase 2024,7.916777700614014e+06,2024-12-01 00:00:00.000 UTC
Will Bitcoin hit $250k in 2024?,6.4612959266220005e+06,2024-12-01 00:00:00.000 UTC
How many Fed rate cuts this year?,6.121532412804001e+06,2024-12-01 00:00:00.000 UTC
Who will Biden pardon?,6.015651467499998e+06,2024-12-01 00:00:00.000 UTC
Others,1.1164404171717236e+09,2025-01-01 00:00:00.000 UTC
Premier League Winner,5.0704902970672205e+07,2025-01-01 00:00:00.000 UTC
Super Bowl Champion 2025,3.0710713464354977e+07,2025-01-01 00:00:00.000 UTC
Will Biden finish his term?,1.8392867202863004e+07,2025-01-01 00:00:00.000 UTC
NFL MVP,1.3017565578493e+07,2025-01-01 00:00:00.000 UTC
Who will Biden pardon?,9.725480244966993e+06,2025-01-01 00:00:00.000 UTC
NFC Champion,3.8995866280729994e+06,2025-01-01 00:00:00.000 UTC
AFC Champion,3.4154240946090007e+06,2025-01-01 00:00:00.000 UTC
Election certified on January 6?,2.487962938075999e+06,2025-01-01 00:00:00.000 UTC
College Football Champion 2025,2.0131172635050006e+06,2025-01-01 00:00:00.000 UTC
NFL Offensive Rookie of the Year,1.332191631322999e+06,2025-01-01 00:00:00.000 UTC
US inauguration on January 20?,1.2851492711280007e+06,2025-01-01 00:00:00.000 UTC
Trump nominates Elon Musk to Cabinet?,824703.4791100002,2025-01-01 00:00:00.000 UTC
Global Heat Increase 2024,564751.9848189999,2025-01-01 00:00:00.000 UTC
Highest grossing movie in 2024?,340784.57641200005,2025-01-01 00:00:00.000 UTC
Fantasy Football: Top Flex 2024,282694.7143750005,2025-01-01 00:00:00.000 UTC
Derivatives_Ape/Prometheus arrested this year?,220029.988229,2025-01-01 00:00:00.000 UTC
Will Trump appeal his hush money conviction?,198082.92818899982,2025-01-01 00:00:00.000 UTC
Vivek replaces Vance as U.S. senator for Ohio?,184774.33006999997,2025-01-01 00:00:00.000 UTC
Fantasy Football: Top RB 2024,159664.5575059999,2025-01-01 00:00:00.000 UTC
Others,7.833703195339288e+08,2025-02-01 00:00:00.000 UTC
Premier League Winner,4.075860205313012e+07,2025-02-01 00:00:00.000 UTC
Super Bowl Champion 2025,7.438060175279998e+06,2025-02-01 00:00:00.000 UTC
NFL MVP,3.3516394257579995e+06,2025-02-01 00:00:00.000 UTC
NFL Offensive Rookie of the Year,205923.78705300015,2025-02-01 00:00:00.000 UTC
Others,8.462028538379239e+08,2025-03-01 00:00:00.000 UTC
Premier League Winner,1.4641184796953045e+07,2025-03-01 00:00:00.000 UTC
Others,8.962356530572083e+08,2025-04-01 00:00:00.000 UTC
Premier League Winner,3.323590512154e+06,2025-04-01 00:00:00.000 UTC
What will the price of $DOGE be on June 26?,13.640526000000001,2025-04-01 00:00:00.000 UTC
What will the price of $ETH be on June 22?,9.920479999999998,2025-04-01 00:00:00.000 UTC
"Will $DOGE reach $1 at any point before June 15, 2021?",2.8277840000000003,2025-04-01 00:00:00.000 UTC
Donald Trump federally charged by February 20th?,2.6101579999999998,2025-04-01 00:00:00.000 UTC
"Will Donald Trump formally concede the 2020 US Election before December 1st, 2020?",2.32571,2025-04-01 00:00:00.000 UTC
Will Robert Leshner or Anthony Pompliano win in their CryptoChamps chess match?,2.1005580000000004,2025-04-01 00:00:00.000 UTC
Will SBF be federally indicted by EOY?,2.062644,2025-04-01 00:00:00.000 UTC
Will Eric Adams win the Democratic primary for Mayor of New York City in 2021?,2.009922,2025-04-01 00:00:00.000 UTC
Who will win Nuggets vs. Trail Blazers: Game 2?,1.863226,2025-04-01 00:00:00.000 UTC
Will Medina Spirit be disqualified from the 2021 Kentucky Derby by July 15?,1.8594039999999996,2025-04-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,1.7559360000000002,2025-04-01 00:00:00.000 UTC
NBA: March 5th,1.688146,2025-04-01 00:00:00.000 UTC
"Will $ETH hit $1,500 or $2,500 first?",1.50008,2025-04-01 00:00:00.000 UTC
Which party will control the U.S. Senate after the 2022 election?,1.4230779999999998,2025-04-01 00:00:00.000 UTC
Fed Interest Rates March 2022,1.33502,2025-04-01 00:00:00.000 UTC
When will Ethereum Merge to Proof-of-Stake?,1.264846,2025-04-01 00:00:00.000 UTC
Who will replace Boris Johnson?,1.2631400000000002,2025-04-01 00:00:00.000 UTC
What will the fully diluted market cap of dYdX's token be 1 week after it starts trading?,1.214254,2025-04-01 00:00:00.000 UTC
Others,1.1133016611423957e+09,2025-05-01 00:00:00.000 UTC
Others,1.165091039451352e+09,2025-06-01 00:00:00.000 UTC
Others,1.0652815460078304e+09,2025-07-01 00:00:00.000 UTC
Others,1.00792706868951e+09,2025-08-01 00:00:00.000 UTC
Others,1.4369643269240465e+09,2025-09-01 00:00:00.000 UTC
Others,3.016436257561193e+09,2025-10-01 00:00:00.000 UTC
Others,3.757448712224988e+09,2025-11-01 00:00:00.000 UTC
Others,3.9175662219593244e+09,2025-12-01 00:00:00.000 UTC
Mavericks vs. Kings,274015.109712,2025-12-01 00:00:00.000 UTC
Nets vs. Timberwolves,176884.68404099997,2025-12-01 00:00:00.000 UTC
"Bitcoin Up or Down - December 27, 7:45PM-8:00PM ET",135321.60771899996,2025-12-01 00:00:00.000 UTC
"Bitcoin Up or Down - December 27, 7:15PM-7:30PM ET",91371.05076599996,2025-12-01 00:00:00.000 UTC
"Bitcoin Up or Down - December 27, 7:30PM-7:45PM ET",76992.08471299996,2025-12-01 00:00:00.000 UTC
"Ethereum Up or Down - December 27, 7:00PM-7:15PM ET",47017.29986499998,2025-12-01 00:00:00.000 UTC
"Ethereum Up or Down - December 27, 7:45PM-8:00PM ET",39900.45032199998,2025-12-01 00:00:00.000 UTC
"Ethereum Up or Down - December 27, 7:15PM-7:30PM ET",37567.388433999986,2025-12-01 00:00:00.000 UTC
"Ethereum Up or Down - December 27, 7:30PM-7:45PM ET",34671.07795999999,2025-12-01 00:00:00.000 UTC
North Texas vs. San Diego State,27323.119865999994,2025-12-01 00:00:00.000 UTC
"XRP Up or Down - December 27, 7:45PM-8:00PM ET",13371.333942000003,2025-12-01 00:00:00.000 UTC
"XRP Up or Down - December 27, 7:00PM-7:15PM ET",11309.448010999999,2025-12-01 00:00:00.000 UTC
"XRP Up or Down - December 27, 7:15PM-7:30PM ET",10751.419455999998,2025-12-01 00:00:00.000 UTC
"Solana Up or Down - December 27, 7:00PM-7:15PM ET",9337.867232,2025-12-01 00:00:00.000 UTC
"XRP Up or Down - December 27, 7:30PM-7:45PM ET",9020.347510999998,2025-12-01 00:00:00.000 UTC
"Solana Up or Down - December 27, 7:45PM-8:00PM ET",8470.392229999998,2025-12-01 00:00:00.000 UTC
Cavaliers vs. Rockets,8344.84,2025-12-01 00:00:00.000 UTC
"Solana Up or Down - December 27, 7:15PM-7:30PM ET",8231.838123000001,2025-12-01 00:00:00.000 UTC
Pistons vs. Jazz,6121.672402,2025-12-01 00:00:00.000 UTC
